BookingID,CustomerID,AgeGroup,Gender,State,City,Airline,Destination,BookingDate,FlightType,TicketPrice,Class,BookingChannel,FrequentFlyer,AffinityIndex
A00848,C00133,65+,Male,Florida,Tampa,Southwest Airlines,"Grand Cayman, Cayman Islands",2024-07-09,International,1982.3,Business,Travel Agency,No,106
A00849,C00334,18-24,Female,Texas,Austin,United Airlines,"London, UK",2024-09-12,International,1022.61,Business,Website,No,106
A00850,C00834,45-54,Male,Texas,Houston,Delta Airlines,"Chicago, IL",2024-07-27,Domestic,635.34,Business,Website,Yes,143
A00851,C00925,25-34,Female,Texas,Dallas,Delta Airlines,"Atlanta, GA",2024-07-30,Domestic,1266.82,First,Travel Agency,No,156
A00852,C00509,45-54,Male,New York,New York City,American Airlines,"Atlanta, GA",2024-08-04,Domestic,543.8,Business,Mobile App,Yes,118
A00853,C00429,45-54,Female,Florida,Orlando,Southwest Airlines,"Liberia, Costa Rica",2024-10-26,International,4743.51,First,Mobile App,Yes,151
A00854,C00713,25-34,Male,Illinois,Aurora,United Airlines,"Chicago, IL",2024-09-23,Domestic,887.63,First,Website,No,186
A00855,C00917,35-44,Male,California,San Jose,United Airlines,"London, UK",2024-11-06,International,3022.27,First,Travel Agency,No,150
A00856,C00134,65+,Male,Arizona,Tucson,American Airlines,"Miami, FL",2024-10-04,Domestic,415.65,Premium Economy,Mobile App,Yes,155
A00857,C00308,35-44,Male,New York,Rochester,American Airlines,"Chicago, IL",2024-07-08,Domestic,521.91,Business,Mobile App,Yes,181
A00858,C00996,45-54,Male,New York,Albany,United Airlines,"Paris, France",2024-05-24,International,719.8,Premium Economy,Travel Agency,No,131
A00859,C00461,25-34,Female,Georgia,Columbus,United Airlines,"Toronto, Canada",2024-05-19,International,1143.5,Premium Economy,Mobile App,No,169
A00860,C00270,65+,Male,Illinois,Chicago,Alaska Airlines,"Seattle, WA",2024-10-02,Domestic,451.4,Business,Mobile App,No,139
A00861,C00942,65+,Male,Georgia,Savannah,Southwest Airlines,"Nassau, Bahamas",2024-06-04,International,4827.68,First,Website,Yes,181
A00862,C00796,18-24,Female,Arizona,Tucson,Alaska Airlines,"Chicago, IL",2024-06-03,Domestic,1000.48,First,Mobile App,Yes,173
A00863,C00801,65+,Male,California,San Francisco,Southwest Airlines,"Cozumel, Mexico",2024-08-04,International,877.61,Premium Economy,Website,No,177
A00864,C00565,55-64,Male,Arizona,Tucson,Delta Airlines,"Seattle, WA",2024-06-20,Domestic,251.92,Premium Economy,Mobile App,No,135
A00865,C00665,35-44,Male,Texas,San Antonio,Southwest Airlines,"Seattle, WA",2024-06-29,Domestic,442.16,Premium Economy,Mobile App,No,200
A00866,C00100,45-54,Female,Florida,Orlando,Alaska Airlines,"Las Vegas, NV",2024-07-08,Domestic,1324.14,First,Website,Yes,129
A00867,C00570,18-24,Male,Texas,Austin,Alaska Airlines,"Toronto, Canada",2024-06-15,International,4898.58,First,Travel Agency,No,160
A00868,C00671,18-24,Female,California,San Diego,Southwest Airlines,"San Juan, Puerto Rico",2024-05-15,International,1029.86,Premium Economy,Travel Agency,No,119
A00869,C00415,65+,Female,Illinois,Chicago,Delta Airlines,"Las Vegas, NV",2024-10-11,Domestic,1233.98,First,Website,No,189
A00870,C00615,65+,Male,Georgia,Atlanta,Alaska Airlines,"Las Vegas, NV",2024-06-10,Domestic,1189.81,First,Website,Yes,192
A00871,C00837,65+,Male,Arizona,Scottsdale,Delta Airlines,"Tokyo, Japan",2024-09-02,International,464.29,Economy,Mobile App,Yes,189
A00872,C00623,35-44,Female,New York,New York City,Alaska Airlines,"Toronto, Canada",2024-07-25,International,556.2,Economy,Website,Yes,138
A00873,C00161,25-34,Male,Texas,Austin,American Airlines,"Tokyo, Japan",2024-07-13,International,418.34,Economy,Mobile App,Yes,107
A00874,C00093,45-54,Female,Oregon,Salem,Southwest Airlines,"Seattle, WA",2024-07-09,Domestic,706.13,Business,Mobile App,Yes,113
A00875,C00946,18-24,Female,New York,Buffalo,Alaska Airlines,"Atlanta, GA",2024-11-11,Domestic,627.25,Business,Travel Agency,No,103
A00876,C00842,25-34,Female,Florida,Orlando,American Airlines,"Atlanta, GA",2024-10-05,Domestic,392.33,Premium Economy,Website,No,101
A00877,C00926,25-34,Female,Illinois,Springfield,Southwest Airlines,"Cozumel, Mexico",2024-07-17,International,1165.08,Premium Economy,Website,Yes,131
A00878,C00248,18-24,Male,Illinois,Chicago,Delta Airlines,"London, UK",2024-06-20,International,3947.33,First,Website,Yes,112
A00879,C00270,65+,Male,Illinois,Chicago,American Airlines,"Paris, France",2024-09-04,International,450.16,Economy,Mobile App,No,162
A00880,C00409,35-44,Male,New York,New York City,United Airlines,"London, UK",2024-08-03,International,2350.5,Business,Travel Agency,No,148
A00881,C00335,65+,Female,Illinois,Naperville,Alaska Airlines,"Las Vegas, NV",2024-10-27,Domestic,154.67,Economy,Mobile App,No,155
A00882,C00164,45-54,Male,Florida,Tampa,United Airlines,"Frankfurt, Germany",2024-09-11,International,3966.87,First,Travel Agency,No,100
A00883,C00990,45-54,Male,Illinois,Chicago,United Airlines,"Chicago, IL",2024-08-09,Domestic,1215.43,First,Mobile App,Yes,112
A00884,C00268,55-64,Female,New York,New York City,Delta Airlines,"Paris, France",2024-06-16,International,838.02,Premium Economy,Mobile App,No,116
A00885,C00398,18-24,Male,Georgia,Savannah,American Airlines,"Paris, France",2024-09-08,International,2463.48,First,Mobile App,Yes,194
A00886,C00854,45-54,Female,Arizona,Scottsdale,American Airlines,"Miami, FL",2024-07-29,Domestic,130.31,Economy,Travel Agency,No,169
A00887,C00959,18-24,Male,Georgia,Augusta,Alaska Airlines,"Atlanta, GA",2024-09-16,Domestic,701.88,Business,Mobile App,No,138
A00888,C00863,25-34,Male,Texas,Austin,United Airlines,"Atlanta, GA",2024-09-05,Domestic,1476.28,First,Travel Agency,No,126
A00889,C00939,45-54,Male,Oregon,Eugene,Delta Airlines,"Paris, France",2024-05-22,International,962.5,Premium Economy,Mobile App,Yes,194
A00890,C00688,25-34,Female,Oregon,Portland,Southwest Airlines,"Montego Bay, Jamaica",2024-11-07,International,2443.84,Business,Travel Agency,Yes,182
A00891,C00851,25-34,Female,Illinois,Chicago,Alaska Airlines,"Miami, FL",2024-05-25,Domestic,613.65,Business,Website,Yes,174
A00892,C00787,18-24,Male,Georgia,Columbus,United Airlines,"Atlanta, GA",2024-08-23,Domestic,901.14,First,Mobile App,No,143
A00893,C00839,25-34,Female,Oregon,Eugene,Alaska Airlines,"Toronto, Canada",2024-05-18,International,1077.43,Premium Economy,Mobile App,Yes,182
A00894,C00149,45-54,Female,Arizona,Phoenix,Delta Airlines,"Toronto, Canada",2024-09-21,International,1056.03,Premium Economy,Travel Agency,Yes,169
A00895,C00573,25-34,Male,New York,Rochester,American Airlines,"Mexico City, Mexico",2024-10-29,International,1883.9,Business,Travel Agency,No,174
A00896,C00420,55-64,Female,Texas,San Antonio,Delta Airlines,"Las Vegas, NV",2024-07-26,Domestic,1276.5,First,Website,No,147
A00897,C00525,25-34,Female,Oregon,Portland,United Airlines,"Tokyo, Japan",2024-07-17,International,770.5,Premium Economy,Website,Yes,159
A00898,C00671,18-24,Female,California,San Diego,Southwest Airlines,"Liberia, Costa Rica",2024-05-28,International,1164.13,Premium Economy,Website,No,187
A00899,C00757,45-54,Female,Oregon,Bend,American Airlines,"Paris, France",2024-07-17,International,4838.64,First,Mobile App,No,198
A00900,C00161,25-34,Male,Texas,Austin,Delta Airlines,"Atlanta, GA",2024-10-16,Domestic,789.07,Business,Mobile App,Yes,165
A00901,C00609,55-64,Female,Arizona,Flagstaff,United Airlines,"Frankfurt, Germany",2024-08-12,International,3767.58,First,Website,No,170
A00902,C00429,45-54,Female,Florida,Orlando,Southwest Airlines,"Grand Cayman, Cayman Islands",2024-08-16,International,842.05,Premium Economy,Website,Yes,139
A00903,C00285,18-24,Female,Texas,San Antonio,Delta Airlines,"Chicago, IL",2024-07-04,Domestic,598.96,Business,Website,No,190
A00904,C00063,65+,Male,New York,New York City,United Airlines,"Tokyo, Japan",2024-10-28,International,3206.72,First,Mobile App,No,175
A00905,C00647,35-44,Male,California,San Diego,Alaska Airlines,"Vancouver, Canada",2024-05-23,International,3701.19,First,Travel Agency,Yes,111
A00906,C00048,45-54,Female,Illinois,Aurora,American Airlines,"Miami, FL",2024-08-20,Domestic,342.94,Premium Economy,Travel Agency,Yes,186
A00907,C00202,18-24,Female,Arizona,Tucson,American Airlines,"Seattle, WA",2024-08-04,Domestic,271.34,Economy,Travel Agency,Yes,136
A00908,C00582,35-44,Male,New York,Rochester,American Airlines,"Mexico City, Mexico",2024-08-23,International,2977.9,First,Website,Yes,143
A00909,C00841,55-64,Male,Georgia,Columbus,Alaska Airlines,"Vancouver, Canada",2024-07-27,International,944.92,Premium Economy,Travel Agency,No,116
A00910,C00035,35-44,Female,New York,Rochester,American Airlines,"Atlanta, GA",2024-06-14,Domestic,759.59,First,Mobile App,No,155
A00911,C00017,18-24,Male,Oregon,Salem,American Airlines,"Atlanta, GA",2024-10-12,Domestic,202.36,Economy,Travel Agency,No,190
A00912,C00570,18-24,Male,Texas,Austin,United Airlines,"London, UK",2024-10-08,International,1343.12,Business,Travel Agency,No,144
A00913,C00358,45-54,Female,Illinois,Chicago,United Airlines,"London, UK",2024-07-21,International,796.03,Economy,Website,No,161
A00914,C00588,35-44,Female,California,San Jose,United Airlines,"Frankfurt, Germany",2024-09-05,International,1988.1,Business,Travel Agency,Yes,197
A00915,C00119,55-64,Female,Georgia,Atlanta,Delta Airlines,"London, UK",2024-08-15,International,789.36,Economy,Website,No,123
A00916,C00187,18-24,Female,California,San Francisco,United Airlines,"Chicago, IL",2024-06-16,Domestic,874.54,First,Travel Agency,Yes,101
A00917,C00858,18-24,Female,Oregon,Bend,Alaska Airlines,"Toronto, Canada",2024-10-12,International,478.44,Economy,Travel Agency,No,136
A00918,C00008,55-64,Female,Oregon,Portland,Delta Airlines,"Atlanta, GA",2024-10-08,Domestic,1245.57,First,Travel Agency,Yes,149
A00919,C00148,18-24,Female,New York,Buffalo,United Airlines,"Chicago, IL",2024-09-16,Domestic,623.54,Business,Travel Agency,No,180
A00920,C00168,65+,Male,Texas,Houston,American Airlines,"Las Vegas, NV",2024-07-06,Domestic,1451.23,First,Website,No,116
A00921,C00279,18-24,Female,Illinois,Springfield,United Airlines,"Seattle, WA",2024-05-26,Domestic,260.59,Economy,Website,Yes,122
A00922,C00519,65+,Male,Florida,Tampa,United Airlines,"Las Vegas, NV",2024-07-02,Domestic,495.6,Business,Mobile App,Yes,128
A00923,C00087,45-54,Female,California,San Jose,Southwest Airlines,"Liberia, Costa Rica",2024-05-14,International,2905.78,First,Mobile App,No,179
A00924,C00897,18-24,Male,New York,Rochester,United Airlines,"Tokyo, Japan",2024-06-20,International,522.98,Economy,Website,No,118
A00925,C00450,35-44,Female,Georgia,Columbus,Southwest Airlines,"Chicago, IL",2024-06-19,Domestic,194.7,Economy,Website,No,171
A00926,C00916,45-54,Female,Oregon,Portland,American Airlines,"Seattle, WA",2024-05-18,Domestic,655.45,Business,Mobile App,No,185
A00927,C00112,55-64,Female,New York,Albany,Alaska Airlines,"Las Vegas, NV",2024-06-03,Domestic,455.29,Premium Economy,Travel Agency,Yes,180
A00928,C00557,55-64,Male,Oregon,Portland,American Airlines,"Paris, France",2024-10-18,International,1378.6,Business,Website,No,111
A00929,C00714,45-54,Female,New York,Buffalo,Alaska Airlines,"Toronto, Canada",2024-10-20,International,842.63,Premium Economy,Travel Agency,No,188
A00930,C00606,55-64,Female,New York,Buffalo,Delta Airlines,"Seattle, WA",2024-05-22,Domestic,600.39,Business,Mobile App,Yes,165
A00931,C00995,45-54,Male,Georgia,Columbus,Alaska Airlines,"Atlanta, GA",2024-07-13,Domestic,194.68,Economy,Mobile App,Yes,136
A00932,C00739,35-44,Female,Oregon,Salem,United Airlines,"Atlanta, GA",2024-06-18,Domestic,179.11,Economy,Mobile App,No,159
A00933,C00924,35-44,Female,Oregon,Eugene,Alaska Airlines,"Atlanta, GA",2024-07-07,Domestic,660.69,Business,Website,No,161
A00934,C00382,65+,Male,Arizona,Scottsdale,Alaska Airlines,"Seattle, WA",2024-07-26,Domestic,890.43,First,Website,Yes,103
A00935,C00248,18-24,Male,Illinois,Chicago,American Airlines,"Toronto, Canada",2024-07-01,International,755.01,Premium Economy,Website,Yes,186
A00936,C00177,45-54,Female,Florida,Jacksonville,Alaska Airlines,"Seattle, WA",2024-09-09,Domestic,199.03,Economy,Travel Agency,Yes,180
A00937,C00126,45-54,Male,Illinois,Chicago,American Airlines,"Mexico City, Mexico",2024-08-21,International,3448.94,First,Travel Agency,No,120
A00938,C00161,25-34,Male,Texas,Austin,Southwest Airlines,"Seattle, WA",2024-08-26,Domestic,265.91,Economy,Mobile App,Yes,176
A00939,C00494,65+,Male,Oregon,Portland,Southwest Airlines,"Chicago, IL",2024-09-11,Domestic,582.06,Business,Mobile App,Yes,110
A00940,C00275,45-54,Female,Arizona,Phoenix,United Airlines,"Atlanta, GA",2024-06-24,Domestic,290.28,Economy,Mobile App,Yes,147
A00941,C00492,65+,Male,Texas,San Antonio,United Airlines,"Toronto, Canada",2024-07-29,International,2261.59,Business,Website,Yes,147
A00942,C00932,18-24,Female,New York,Albany,Southwest Airlines,"Chicago, IL",2024-11-01,Domestic,196.57,Economy,Website,Yes,169
A00943,C00151,35-44,Female,Oregon,Portland,American Airlines,"Paris, France",2024-07-16,International,2265.99,Business,Travel Agency,No,151
A00944,C00386,35-44,Male,Arizona,Flagstaff,American Airlines,"Las Vegas, NV",2024-06-02,Domestic,456.23,Premium Economy,Mobile App,No,103
A00945,C00179,18-24,Male,California,San Francisco,United Airlines,"Frankfurt, Germany",2024-09-29,International,1036.56,Premium Economy,Mobile App,No,108
A00946,C00674,45-54,Female,Illinois,Chicago,Alaska Airlines,"Vancouver, Canada",2024-06-10,International,1108.97,Premium Economy,Travel Agency,No,136
A00947,C00984,65+,Female,Arizona,Scottsdale,United Airlines,"Las Vegas, NV",2024-09-07,Domestic,703.49,Business,Mobile App,No,174
A00948,C00256,55-64,Male,Illinois,Aurora,Alaska Airlines,"Las Vegas, NV",2024-09-18,Domestic,483.86,Premium Economy,Travel Agency,Yes,142
A00949,C00594,65+,Male,Illinois,Springfield,United Airlines,"Chicago, IL",2024-10-05,Domestic,1358.93,First,Mobile App,Yes,117
A00950,C00137,55-64,Female,New York,Albany,American Airlines,"Paris, France",2024-07-24,International,633.72,Economy,Mobile App,No,131
A00951,C00216,18-24,Male,Texas,San Antonio,United Airlines,"Tokyo, Japan",2024-05-29,International,2182.57,Business,Travel Agency,No,199
A00952,C00399,35-44,Female,Arizona,Flagstaff,Alaska Airlines,"Chicago, IL",2024-11-10,Domestic,751.31,First,Website,Yes,195
A00953,C00856,18-24,Male,Arizona,Phoenix,Alaska Airlines,"Vancouver, Canada",2024-08-03,International,438.41,Economy,Travel Agency,No,140
A00954,C00165,35-44,Female,Illinois,Chicago,Southwest Airlines,"Miami, FL",2024-07-01,Domestic,402.15,Business,Website,Yes,129
A00955,C00753,18-24,Male,Oregon,Eugene,Southwest Airlines,"San Juan, Puerto Rico",2024-09-20,International,3633.39,First,Travel Agency,Yes,133
A00956,C00374,35-44,Male,Illinois,Springfield,American Airlines,"Seattle, WA",2024-09-27,Domestic,123.7,Economy,Mobile App,Yes,130
A00957,C00621,25-34,Female,Illinois,Springfield,American Airlines,"Chicago, IL",2024-09-06,Domestic,133.93,Economy,Mobile App,No,179
A00958,C00729,65+,Male,Texas,Austin,Alaska Airlines,"Vancouver, Canada",2024-11-11,International,603.07,Economy,Travel Agency,No,120
A00959,C00381,65+,Male,Florida,Miami,United Airlines,"Tokyo, Japan",2024-06-03,International,974.03,Premium Economy,Website,Yes,138
A00960,C00403,45-54,Female,Georgia,Augusta,Delta Airlines,"Seattle, WA",2024-10-28,Domestic,529.45,Business,Website,Yes,115
A00961,C00375,55-64,Male,California,Los Angeles,Alaska Airlines,"Toronto, Canada",2024-08-30,International,3425.12,First,Website,Yes,154
A00962,C00363,25-34,Female,Georgia,Augusta,Alaska Airlines,"Chicago, IL",2024-07-29,Domestic,400.07,Business,Website,No,161
A00963,C00229,65+,Male,Illinois,Chicago,United Airlines,"Miami, FL",2024-05-24,Domestic,772.14,Business,Mobile App,No,112
A00964,C00529,55-64,Female,Texas,San Antonio,Alaska Airlines,"Toronto, Canada",2024-11-05,International,453.91,Economy,Mobile App,Yes,149
A00965,C00511,45-54,Female,Georgia,Augusta,Alaska Airlines,"Vancouver, Canada",2024-11-01,International,942.54,Premium Economy,Mobile App,Yes,140
A00966,C00574,25-34,Male,Texas,Austin,United Airlines,"Tokyo, Japan",2024-10-18,International,1367.86,Business,Website,No,108
A00967,C00609,55-64,Female,Arizona,Flagstaff,United Airlines,"Toronto, Canada",2024-10-06,International,2303.53,First,Website,No,142
A00968,C00591,35-44,Male,Florida,Jacksonville,Southwest Airlines,"Cancun, Mexico",2024-11-05,International,4614.23,First,Mobile App,Yes,166
A00969,C00131,65+,Male,Oregon,Bend,Southwest Airlines,"Atlanta, GA",2024-10-20,Domestic,100.12,Economy,Travel Agency,No,143
A00970,C00602,55-64,Male,Florida,Jacksonville,Delta Airlines,"Seattle, WA",2024-07-13,Domestic,719.93,Business,Mobile App,Yes,145
A00971,C00260,45-54,Male,California,Los Angeles,American Airlines,"Miami, FL",2024-05-23,Domestic,169.88,Economy,Travel Agency,Yes,161
A00972,C00747,65+,Male,California,Los Angeles,Delta Airlines,"Tokyo, Japan",2024-09-10,International,531.84,Economy,Website,No,100
A00973,C00829,35-44,Female,California,San Francisco,Delta Airlines,"Seattle, WA",2024-07-27,Domestic,800.88,First,Website,Yes,196
A00974,C00029,18-24,Female,California,Los Angeles,Alaska Airlines,"Atlanta, GA",2024-11-09,Domestic,1276.71,First,Website,No,163
A00975,C00733,65+,Male,Texas,Dallas,Alaska Airlines,"Chicago, IL",2024-11-07,Domestic,698.4,Business,Travel Agency,No,194
A00976,C00521,18-24,Female,New York,Albany,Delta Airlines,"Tokyo, Japan",2024-07-12,International,2872.88,First,Mobile App,No,180
A00977,C00921,65+,Male,Florida,Tampa,United Airlines,"Chicago, IL",2024-08-31,Domestic,163.01,Economy,Website,Yes,135
A00978,C00362,18-24,Male,Texas,Houston,Alaska Airlines,"Miami, FL",2024-11-10,Domestic,390.55,Premium Economy,Mobile App,No,123
A00979,C00589,18-24,Male,Oregon,Salem,Alaska Airlines,"Vancouver, Canada",2024-06-23,International,549.35,Economy,Travel Agency,No,181
A00980,C00844,35-44,Male,New York,Buffalo,Southwest Airlines,"Liberia, Costa Rica",2024-05-16,International,2140.31,Business,Travel Agency,No,149
A00981,C00316,65+,Male,Oregon,Portland,Alaska Airlines,"Vancouver, Canada",2024-08-28,International,899.25,Premium Economy,Mobile App,Yes,117
A00982,C00086,35-44,Male,California,San Diego,Delta Airlines,"Miami, FL",2024-08-29,Domestic,272.33,Economy,Website,Yes,153
A00983,C00137,55-64,Female,New York,Albany,United Airlines,"Tokyo, Japan",2024-09-06,International,1785.85,Business,Travel Agency,No,110
A00984,C00670,35-44,Female,Georgia,Savannah,Southwest Airlines,"Chicago, IL",2024-09-08,Domestic,118.24,Economy,Travel Agency,Yes,148
A00985,C00457,65+,Female,Illinois,Naperville,Alaska Airlines,"Las Vegas, NV",2024-11-08,Domestic,486.77,Business,Travel Agency,Yes,180
A00986,C00901,18-24,Male,New York,Rochester,Delta Airlines,"Amsterdam, Netherlands",2024-08-23,International,963.12,Premium Economy,Travel Agency,Yes,101
A00987,C00609,55-64,Female,Arizona,Flagstaff,Delta Airlines,"Toronto, Canada",2024-07-24,International,410.77,Economy,Travel Agency,No,103
A00988,C00779,55-64,Female,Illinois,Springfield,Southwest Airlines,"Las Vegas, NV",2024-07-27,Domestic,1102.89,First,Website,Yes,177
A00989,C00730,35-44,Female,New York,New York City,Delta Airlines,"Paris, France",2024-07-06,International,3739.47,First,Website,Yes,125
A00990,C00428,55-64,Male,California,San Diego,Delta Airlines,"Tokyo, Japan",2024-07-26,International,2999.27,First,Website,No,102
A00991,C00823,35-44,Male,Arizona,Scottsdale,Delta Airlines,"Toronto, Canada",2024-08-05,International,1199.05,Premium Economy,Website,Yes,125
A00992,C00163,45-54,Male,Illinois,Naperville,United Airlines,"Las Vegas, NV",2024-08-10,Domestic,390.52,Premium Economy,Website,No,169
A00993,C00914,65+,Female,Illinois,Chicago,American Airlines,"Atlanta, GA",2024-08-26,Domestic,288.9,Economy,Mobile App,Yes,119
A00994,C00510,65+,Male,Illinois,Chicago,Delta Airlines,"Miami, FL",2024-09-01,Domestic,290.54,Premium Economy,Website,Yes,188
A00995,C00212,65+,Female,California,San Diego,Delta Airlines,"Tokyo, Japan",2024-05-21,International,865.88,Premium Economy,Travel Agency,Yes,161
A00996,C00147,18-24,Male,Georgia,Augusta,Southwest Airlines,"San Juan, Puerto Rico",2024-07-01,International,3308.25,First,Website,No,117
A00997,C00890,65+,Male,California,Los Angeles,Southwest Airlines,"Grand Cayman, Cayman Islands",2024-06-10,International,3838.54,First,Website,No,183
A00998,C00793,35-44,Male,California,San Francisco,United Airlines,"London, UK",2024-07-21,International,1052.51,Premium Economy,Mobile App,No,106
A00999,C00963,35-44,Male,New York,New York City,Southwest Airlines,"Nassau, Bahamas",2024-10-13,International,889.5,Premium Economy,Website,No,130
A01000,C00604,45-54,Female,Arizona,Phoenix,Alaska Airlines,"Chicago, IL",2024-09-20,Domestic,269.89,Premium Economy,Website,Yes,190
A01001,C00352,25-34,Female,Illinois,Springfield,Southwest Airlines,"Nassau, Bahamas",2024-06-16,International,475.93,Economy,Travel Agency,No,132
A01002,C00118,35-44,Male,Texas,San Antonio,Southwest Airlines,"Seattle, WA",2024-07-10,Domestic,692.23,Business,Mobile App,No,141
A01003,C00181,25-34,Female,Oregon,Eugene,Delta Airlines,"Miami, FL",2024-10-01,Domestic,396.07,Premium Economy,Travel Agency,No,106
A01004,C00419,35-44,Male,Florida,Tampa,Alaska Airlines,"Atlanta, GA",2024-05-24,Domestic,795.61,First,Travel Agency,Yes,197
A01005,C00556,65+,Male,New York,Rochester,Delta Airlines,"Tokyo, Japan",2024-10-30,International,1855.48,Business,Mobile App,Yes,183
A01006,C00497,35-44,Male,California,Los Angeles,Alaska Airlines,"Atlanta, GA",2024-11-12,Domestic,1371.84,First,Mobile App,No,147
A01007,C00258,35-44,Female,Florida,Miami,Delta Airlines,"Chicago, IL",2024-10-30,Domestic,501.19,Business,Mobile App,No,166
A01008,C00403,45-54,Female,Georgia,Augusta,Southwest Airlines,"Grand Cayman, Cayman Islands",2024-10-31,International,1780.33,Business,Mobile App,Yes,142
A01009,C00642,25-34,Female,Texas,San Antonio,United Airlines,"Chicago, IL",2024-08-18,Domestic,1456.33,First,Mobile App,No,160
A01010,C00194,18-24,Male,New York,New York City,Delta Airlines,"Tokyo, Japan",2024-07-25,International,1517.61,Business,Travel Agency,Yes,104
A01011,C00201,65+,Male,Arizona,Phoenix,Delta Airlines,"Amsterdam, Netherlands",2024-08-26,International,819.51,Premium Economy,Travel Agency,No,118
A01012,C00669,55-64,Male,Florida,Jacksonville,Alaska Airlines,"Miami, FL",2024-07-30,Domestic,513.37,Business,Mobile App,No,164
A01013,C00302,45-54,Male,Illinois,Aurora,Alaska Airlines,"Miami, FL",2024-10-20,Domestic,383.89,Premium Economy,Travel Agency,No,131
A01014,C00607,55-64,Female,New York,Albany,Alaska Airlines,"Atlanta, GA",2024-10-01,Domestic,1332.88,First,Mobile App,Yes,175
A01015,C00607,55-64,Female,New York,Albany,Delta Airlines,"Paris, France",2024-06-28,International,1140.36,Premium Economy,Travel Agency,Yes,172
A01016,C00652,25-34,Male,Oregon,Salem,United Airlines,"Miami, FL",2024-05-26,Domestic,390.29,Premium Economy,Mobile App,No,150
A01017,C00273,55-64,Male,Illinois,Naperville,American Airlines,"Miami, FL",2024-06-01,Domestic,299.44,Economy,Mobile App,No,142
A01018,C00134,65+,Male,Arizona,Tucson,Alaska Airlines,"Las Vegas, NV",2024-09-04,Domestic,113.16,Economy,Website,Yes,101
A01019,C00810,55-64,Male,Texas,Austin,United Airlines,"Frankfurt, Germany",2024-08-06,International,4981.23,First,Website,Yes,125
A01020,C00455,65+,Male,Illinois,Chicago,American Airlines,"Las Vegas, NV",2024-08-06,Domestic,278.63,Economy,Mobile App,No,145
A01021,C00301,65+,Male,Texas,Austin,Alaska Airlines,"Miami, FL",2024-09-27,Domestic,728.51,First,Mobile App,No,157
A01022,C00851,25-34,Female,Illinois,Chicago,United Airlines,"Chicago, IL",2024-07-17,Domestic,430.09,Business,Travel Agency,Yes,132
A01023,C00275,45-54,Female,Arizona,Phoenix,American Airlines,"Atlanta, GA",2024-05-20,Domestic,1462.21,First,Mobile App,Yes,196
A01024,C00220,45-54,Female,Illinois,Aurora,United Airlines,"Toronto, Canada",2024-09-04,International,1168.68,Premium Economy,Mobile App,Yes,103
A01025,C00118,35-44,Male,Texas,San Antonio,American Airlines,"Seattle, WA",2024-09-10,Domestic,1212.13,First,Travel Agency,No,183
A01026,C00872,55-64,Female,Arizona,Phoenix,Southwest Airlines,"Cozumel, Mexico",2024-07-16,International,1141.04,Premium Economy,Mobile App,No,179
A01027,C00825,35-44,Female,Arizona,Scottsdale,Southwest Airlines,"Havana, Cuba",2024-09-28,International,2863.28,First,Mobile App,Yes,176
A01028,C00563,35-44,Female,Texas,Austin,United Airlines,"Seattle, WA",2024-07-31,Domestic,308.35,Premium Economy,Travel Agency,No,124
A01029,C00509,45-54,Male,New York,New York City,Delta Airlines,"London, UK",2024-06-12,International,2258.72,Business,Mobile App,Yes,147
A01030,C00689,55-64,Male,California,San Francisco,Southwest Airlines,"Chicago, IL",2024-07-21,Domestic,239.84,Economy,Website,No,195
A01031,C00633,25-34,Male,California,San Diego,Alaska Airlines,"Miami, FL",2024-07-06,Domestic,265.8,Premium Economy,Website,No,139
A01032,C00854,45-54,Female,Arizona,Scottsdale,United Airlines,"Frankfurt, Germany",2024-10-31,International,2256.15,Business,Travel Agency,No,109
A01033,C00112,55-64,Female,New York,Albany,Southwest Airlines,"Atlanta, GA",2024-10-27,Domestic,199.19,Economy,Website,Yes,173
A01034,C00511,45-54,Female,Georgia,Augusta,Alaska Airlines,"Atlanta, GA",2024-10-07,Domestic,207.19,Economy,Travel Agency,Yes,190
A01035,C00097,18-24,Male,Oregon,Portland,American Airlines,"Tokyo, Japan",2024-09-22,International,3731.08,First,Mobile App,Yes,172
A01036,C00484,18-24,Female,Oregon,Portland,Southwest Airlines,"Belize City, Belize",2024-07-02,International,470.45,Economy,Mobile App,No,105
A01037,C00630,25-34,Male,Arizona,Tucson,American Airlines,"Chicago, IL",2024-06-23,Domestic,495.97,Premium Economy,Mobile App,No,190
A01038,C00520,25-34,Female,California,San Francisco,Delta Airlines,"Toronto, Canada",2024-09-09,International,409.62,Economy,Website,Yes,144
A01039,C00309,65+,Female,Texas,Dallas,American Airlines,"Tokyo, Japan",2024-07-16,International,2454.27,Business,Mobile App,Yes,170
A01040,C00253,35-44,Male,Illinois,Naperville,Southwest Airlines,"Havana, Cuba",2024-09-20,International,3966.65,First,Website,No,131
A01041,C00710,55-64,Female,Illinois,Chicago,United Airlines,"Las Vegas, NV",2024-07-19,Domestic,247.46,Economy,Website,Yes,145
A01042,C00142,55-64,Female,Texas,Austin,Delta Airlines,"Las Vegas, NV",2024-09-15,Domestic,679.25,Business,Travel Agency,No,160
A01043,C00138,65+,Male,Illinois,Chicago,Southwest Airlines,"Havana, Cuba",2024-08-25,International,1014.61,Premium Economy,Travel Agency,Yes,107
